Sentence,Sentiment
The reduction notice applied to 17 people .,neutral
The maritime administration said the ships had ignored warnings about the icy conditions .,negative
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,negative
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",negative
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",positive
Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,neutral
Finnish component supplier Componenta Corporation ( OMX Helsinki : CTH1V ) reported on Tuesday ( 15 July ) an operating profit of EUR46 .2 m on net sales of EUR386 .0 m for the financial period January-June 2008 .,neutral
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",neutral
It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,positive
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",negative
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,neutral
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative
"Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process .",positive
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",negative
No financial details were reported .,neutral
"At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .",positive
However short-term rentals are becoming more popular .,neutral
"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",positive
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral
$IWM same conditions that sent markets to tumble all hitting this week,negative
We have made long-term investments in developing the system 's implementation model .,neutral
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",neutral
$AAPL $131 rally mode,positive
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",positive
Satama and Trainers ' House will remain as names and independent brands of the business areas .,neutral
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,negative
The building will house product development and test laboratories .,neutral
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",positive
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",positive
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,positive
"Several large stocks tacked lower , however .",neutral
The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . '',neutral
President and CEO Mika Vehvil+̱inen says the positive signs are first and foremost emerging outside Finland .,positive
The electricity requirement of networks will grow with the new mobile generation .,neutral
They are also upset that some of the machinery and work is taken over to Poland .,neutral
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive
Berkshire Hathaway names Kara Raiguel to lead General Re unit,neutral
Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,neutral
"A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj .",positive
"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .",positive
Odell has not contacted the State of Finland in this issue .,neutral
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,neutral
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive
"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",positive
"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",negative
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,negative
UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,positive
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",neutral
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",neutral
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",neutral
Performance is based on values and sustainability .,neutral
FDA approves Shire's Vyvanse for binge-eating disorder,positive
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,positive
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",neutral
"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",neutral
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,neutral
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive
However short-term rentals are becoming more popular .,neutral
"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",neutral
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",neutral
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive
The name of the buyer was not disclosed .,neutral
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",neutral
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",positive
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral
The medium-term operative targets of the company remain unchanged .,neutral
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative
